STUDY_ID	SAMPLE_ID	IGSF8
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26H-01	0.7356
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26I-01	1.6414
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26J-01	0.6758
brca_tcga_pan_can_atlas_2018	TCGA-A7-A2KD-01	0.16
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3IY-01	1.7954
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3IZ-01	3.2815
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3J0-01	3.0365
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3J1-01	3.2484
brca_tcga_pan_can_atlas_2018	TCGA-A7-A3RF-01	5.0983
brca_tcga_pan_can_atlas_2018	TCGA-A7-A425-01	2.828
brca_tcga_pan_can_atlas_2018	TCGA-A7-A426-01	2.3526
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SA-01	0.9602
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SB-01	3.2975
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SC-01	1.9399
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SD-01	1.3558
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SE-01	3.1819
brca_tcga_pan_can_atlas_2018	TCGA-A7-A4SF-01	3.4392
brca_tcga_pan_can_atlas_2018	TCGA-A7-A56D-01	3.6212
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZV-01	3.7058
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZW-01	1.9397
brca_tcga_pan_can_atlas_2018	TCGA-A7-A5ZX-01	2.4853
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VV-01	0.1564
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VW-01	0.9251
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VX-01	2.4304
brca_tcga_pan_can_atlas_2018	TCGA-A7-A6VY-01	3.2916
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06N-01	2.0159
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06O-01	0.8411
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06P-01	0.6402
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Q-01	1.3188
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06R-01	1.3263
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06T-01	1.8004
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06U-01	1.3897
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06X-01	1.7448
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Y-01	1.6374
brca_tcga_pan_can_atlas_2018	TCGA-A8-A06Z-01	2.545
brca_tcga_pan_can_atlas_2018	TCGA-A8-A075-01	0.2054
brca_tcga_pan_can_atlas_2018	TCGA-A8-A076-01	2.0329
brca_tcga_pan_can_atlas_2018	TCGA-A8-A079-01	0.6405
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07B-01	0.8897
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07C-01	-0.9987
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07E-01	1.564
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07F-01	1.9585
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07G-01	1.0795
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07I-01	1.2803
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07J-01	0.4824
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07L-01	3.7732
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07O-01	1.667
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07P-01	2.2971
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07R-01	1.7565
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07S-01	1.9862
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07U-01	2.1615
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07W-01	0.9361
brca_tcga_pan_can_atlas_2018	TCGA-A8-A07Z-01	4.2598
brca_tcga_pan_can_atlas_2018	TCGA-A8-A081-01	1.5742
brca_tcga_pan_can_atlas_2018	TCGA-A8-A082-01	1.0142
brca_tcga_pan_can_atlas_2018	TCGA-A8-A083-01	3.205
brca_tcga_pan_can_atlas_2018	TCGA-A8-A085-01	1.1972
brca_tcga_pan_can_atlas_2018	TCGA-A8-A086-01	0.1645
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08A-01	3.8509
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08B-01	1.4415
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08C-01	2.5417
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08G-01	3.4565
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08H-01	-1.1126
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08I-01	-0.7608
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08J-01	0.3049
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08L-01	2.903
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08O-01	0.0681
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08P-01	0.5058
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08R-01	0.8897
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08T-01	1.5287
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08X-01	1.5725
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08Z-01	0.7325
brca_tcga_pan_can_atlas_2018	TCGA-A8-A090-01	2.6767
brca_tcga_pan_can_atlas_2018	TCGA-A8-A091-01	3.2204
brca_tcga_pan_can_atlas_2018	TCGA-A8-A092-01	1.325
brca_tcga_pan_can_atlas_2018	TCGA-A8-A093-01	1.625
brca_tcga_pan_can_atlas_2018	TCGA-A8-A094-01	0.7856
brca_tcga_pan_can_atlas_2018	TCGA-A8-A095-01	0.1217
brca_tcga_pan_can_atlas_2018	TCGA-A8-A096-01	0.6474
brca_tcga_pan_can_atlas_2018	TCGA-A8-A097-01	1.0298
brca_tcga_pan_can_atlas_2018	TCGA-A8-A099-01	2.3223
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09A-01	0.5732
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09B-01	1.9714
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09C-01	1.1635
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09D-01	1.3511
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09G-01	2.049
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09I-01	2.0106
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09M-01	2.6485
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09N-01	0.8982
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09Q-01	1.201
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09R-01	1.9114
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09T-01	0.4331
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09V-01	1.8949
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09W-01	1.8577
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09X-01	0.9241
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09Z-01	1.7487
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A1-01	0.686
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A2-01	0.3169
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A4-01	1.0079
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A6-01	2.6606
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A7-01	0.0491
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A9-01	1.2889
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0AB-01	2.4729
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0AD-01	0.4934
brca_tcga_pan_can_atlas_2018	TCGA-AC-A23C-01	1.0214
brca_tcga_pan_can_atlas_2018	TCGA-AC-A23E-01	0.7013
brca_tcga_pan_can_atlas_2018	TCGA-AC-A23G-01	1.6642
brca_tcga_pan_can_atlas_2018	TCGA-AC-A23H-01	2.0229
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2B8-01	0.7473
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2BK-01	2.3793
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2BM-01	2.2614
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FB-01	0.4199
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FE-01	1.3501
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FF-01	-0.3313
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FG-01	1.9223
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FK-01	1.1837
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FM-01	3.7774
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2FO-01	1.3612
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2QH-01	0.0657
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2QI-01	2.207
brca_tcga_pan_can_atlas_2018	TCGA-AC-A2QJ-01	2.2045
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3BB-01	1.7788
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3EH-01	3.2846
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3HN-01	0.7989
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3OD-01	1.9822
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3QP-01	1.3913
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3QQ-01	3.6429
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3TM-01	3.4798
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3TN-01	3.9559
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3W5-01	2.8105
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3W6-01	3.0437
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3W7-01	2.1275
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3YI-01	1.6797
brca_tcga_pan_can_atlas_2018	TCGA-AC-A3YJ-01	4.7235
brca_tcga_pan_can_atlas_2018	TCGA-AC-A4ZE-01	2.355
brca_tcga_pan_can_atlas_2018	TCGA-AC-A5EH-01	3.5523
brca_tcga_pan_can_atlas_2018	TCGA-AC-A5EI-01	NP
brca_tcga_pan_can_atlas_2018	TCGA-AC-A5XS-01	2.1669
brca_tcga_pan_can_atlas_2018	TCGA-AC-A5XU-01	2.5723
brca_tcga_pan_can_atlas_2018	TCGA-AC-A62V-01	3.6482
brca_tcga_pan_can_atlas_2018	TCGA-AC-A62X-01	3.9507
brca_tcga_pan_can_atlas_2018	TCGA-AC-A62Y-01	2.0419
brca_tcga_pan_can_atlas_2018	TCGA-AC-A6IV-01	1.3456
brca_tcga_pan_can_atlas_2018	TCGA-AC-A6IW-01	1.9754
brca_tcga_pan_can_atlas_2018	TCGA-AC-A6IX-01	1.4335
brca_tcga_pan_can_atlas_2018	TCGA-AC-A6NO-01	3.1757
brca_tcga_pan_can_atlas_2018	TCGA-AC-A7VB-01	1.4938
brca_tcga_pan_can_atlas_2018	TCGA-AC-A7VC-01	1.331
brca_tcga_pan_can_atlas_2018	TCGA-AC-A8OP-01	1.9458
brca_tcga_pan_can_atlas_2018	TCGA-AC-A8OQ-01	1.6097
brca_tcga_pan_can_atlas_2018	TCGA-AC-A8OR-01	2.2545
brca_tcga_pan_can_atlas_2018	TCGA-AC-A8OS-01	0.2406
brca_tcga_pan_can_atlas_2018	TCGA-AN-A03X-01	1.746
brca_tcga_pan_can_atlas_2018	TCGA-AN-A03Y-01	1.9873
brca_tcga_pan_can_atlas_2018	TCGA-AN-A041-01	3.005
brca_tcga_pan_can_atlas_2018	TCGA-AN-A046-01	0.7186
brca_tcga_pan_can_atlas_2018	TCGA-AN-A049-01	1.364
brca_tcga_pan_can_atlas_2018	TCGA-AN-A04A-01	1.3689
brca_tcga_pan_can_atlas_2018	TCGA-AN-A04C-01	2.4424
brca_tcga_pan_can_atlas_2018	TCGA-AN-A04D-01	3.1562
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AJ-01	1.2835
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AK-01	2.1823
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AL-01	1.4982
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AM-01	2.8045
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AR-01	0.8346
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AS-01	0.9055
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0AT-01	0.8265
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FD-01	1.7251
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FF-01	2.0273
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FJ-01	0.5776
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FK-01	4.81
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FL-01	4.4969
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FN-01	-0.143
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FS-01	2.3757
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FT-01	2.628
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FV-01	4.0093
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FW-01	3.0882
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FX-01	1.2757
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FY-01	0.6284
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0FZ-01	2.3983
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0G0-01	0.7479
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XL-01	1.7974
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XN-01	-0.554
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XO-01	0.6309
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XP-01	2.1406
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XR-01	2.9605
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XS-01	0.4694
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XT-01	2.64
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XU-01	-0.3875
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XV-01	-0.2643
brca_tcga_pan_can_atlas_2018	TCGA-AN-A0XW-01	0.7062
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03L-01	0.77
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03M-01	0.808
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03N-01	1.4429
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03O-01	1.6086
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03P-01	-0.1295
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03R-01	0.4669
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03T-01	2.5056
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03U-01	0.6361
brca_tcga_pan_can_atlas_2018	TCGA-AO-A03V-01	0.9258
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J2-01	2.589
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J3-01	3.9101
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J4-01	1.1758
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J5-01	2.074
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J6-01	2.509
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J7-01	0.8255
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J8-01	1.9073
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0J9-01	-0.086
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JA-01	2.0444
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JB-01	2.8395
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JC-01	-0.0457
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JD-01	-0.4569
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JE-01	1.7066
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JF-01	0.9677
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JG-01	2.4949
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JI-01	1.6618
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JJ-01	1.5052
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JL-01	2.6021
brca_tcga_pan_can_atlas_2018	TCGA-AO-A0JM-01	1.8569
brca_tcga_pan_can_atlas_2018	TCGA-AO-A124-01	0.6295
brca_tcga_pan_can_atlas_2018	TCGA-AO-A125-01	1.8905
brca_tcga_pan_can_atlas_2018	TCGA-AO-A126-01	2.3443
brca_tcga_pan_can_atlas_2018	TCGA-AO-A128-01	0.6575
brca_tcga_pan_can_atlas_2018	TCGA-AO-A129-01	2.7515
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12A-01	1.1331
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12B-01	3.1378
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12D-01	0.9628
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12E-01	0.8882
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12F-01	1.7121
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12G-01	1.6019
brca_tcga_pan_can_atlas_2018	TCGA-AO-A12H-01	2.0814
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KO-01	-1.0841
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KP-01	0.944
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KQ-01	2.7545
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KR-01	1.2004
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KS-01	-0.3003
brca_tcga_pan_can_atlas_2018	TCGA-AO-A1KT-01	0.944
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A04H-01	4.6578
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A04J-01	0.3594
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A04L-01	1.5936
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A0Y5-01	0.298
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A1H2-01	1.3071
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A1H3-01	0.8603
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A54N-01	1.8707
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A54O-01	2.9937
brca_tcga_pan_can_atlas_2018	TCGA-AQ-A7U7-01	1.0732
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TP-01	2.4085
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TQ-01	1.1023
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TR-01	1.3654
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TS-01	0.1617
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TT-01	-0.3178
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TU-01	0.7492
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TV-01	0.8647
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TW-01	1.4148
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TX-01	0.3028
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TY-01	1.83
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0TZ-01	0.736
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0U0-01	0.3908
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0U1-01	0.2032
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0U2-01	0.1741
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0U3-01	1.1367
brca_tcga_pan_can_atlas_2018	TCGA-AR-A0U4-01	-0.9032
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AH-01	0.0572
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AI-01	-1.7124
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AJ-01	1.272
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AK-01	1.1456
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AL-01	1.2064
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AM-01	2.4179
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AN-01	2.0032
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AO-01	0.9312
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AP-01	1.7073
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AQ-01	2.4682
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AR-01	-0.6474
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AS-01	1.2995
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AT-01	1.8833
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AU-01	2.5659
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AV-01	1.896
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AW-01	1.1966
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AX-01	0.4667
brca_tcga_pan_can_atlas_2018	TCGA-AR-A1AY-01	2.6228
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24H-01	0.167
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24K-01	0.2226
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24L-01	0.7983
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24M-01	1.0313
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24N-01	1.8696
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24O-01	-0.6511
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24P-01	0.6035
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24Q-01	-0.3061
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24R-01	1.1312
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24S-01	0.0286
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24T-01	0.8606
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24U-01	-0.2869
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24V-01	0.3385
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24W-01	0.8425
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24X-01	0.7895
brca_tcga_pan_can_atlas_2018	TCGA-AR-A24Z-01	2.2188
brca_tcga_pan_can_atlas_2018	TCGA-AR-A250-01	1.7539
brca_tcga_pan_can_atlas_2018	TCGA-AR-A251-01	-1.8402
brca_tcga_pan_can_atlas_2018	TCGA-AR-A252-01	-0.5208
brca_tcga_pan_can_atlas_2018	TCGA-AR-A254-01	-0.4261
brca_tcga_pan_can_atlas_2018	TCGA-AR-A255-01	0.2174
brca_tcga_pan_can_atlas_2018	TCGA-AR-A256-01	-1.0308
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LE-01	1.8796
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LH-01	2.2546
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LJ-01	3.2481
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LK-01	1.0645
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LM-01	1.5165
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LN-01	0.8275
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LO-01	1.5232
brca_tcga_pan_can_atlas_2018	TCGA-AR-A2LQ-01	0.0624
brca_tcga_pan_can_atlas_2018	TCGA-AR-A5QM-01	0.7761
brca_tcga_pan_can_atlas_2018	TCGA-AR-A5QN-01	2.1703
brca_tcga_pan_can_atlas_2018	TCGA-AR-A5QP-01	1.1134
brca_tcga_pan_can_atlas_2018	TCGA-AR-A5QQ-01	1.6483
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I1-01	3.6072
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I2-01	2.7278
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I5-01	3.0981
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I6-01	0.6929
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I8-01	2.297
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0I9-01	2.7774
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IA-01	2.3029
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IB-01	3.6985
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IC-01	1.1948
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IE-01	1.1791
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IG-01	1.3198
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IH-01	1.2931
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IJ-01	4.0386
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IK-01	1.3764
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IM-01	1.4692
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IN-01	3.2238
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IO-01	2.2793
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IP-01	1.2418
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0IQ-01	2.7512
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RE-01	3.2077
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RG-01	2.8735
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RH-01	3.4131
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RI-01	1.4557
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RL-01	2.5832
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RM-01	0.8737
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RN-01	2.3295
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RO-01	1.5835
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RP-01	1.778
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RQ-01	1.6641
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RS-01	2.5797
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RT-01	0.8113
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RU-01	0.005
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0RV-01	1.1169
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WS-01	0.9064
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WT-01	0.6944
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WV-01	0.3747
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WW-01	2.4646
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WX-01	3.2803
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WY-01	1.4283
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0WZ-01	0.092
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0X0-01	2.9116
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0X1-01	1.6305
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0X4-01	2.5969
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0X5-01	0.3186
brca_tcga_pan_can_atlas_2018	TCGA-B6-A0X7-01	1.9169
brca_tcga_pan_can_atlas_2018	TCGA-B6-A1KC-01	2.8967
brca_tcga_pan_can_atlas_2018	TCGA-B6-A1KF-01	4.8789
brca_tcga_pan_can_atlas_2018	TCGA-B6-A1KI-01	1.3946
